,stock_name,ticker
15,Horizon Gld Bear+ Un,TSE:HBD
16,Horizon Gld Bull+ Un,TSE:HBU
17,Horizon COMEXSlvr Br,TSE:HZD
18,Horizon COMEXSlvr Bl,TSE:HZU
19,,
1,Horizons NASDQ100 Br,TSE:HQD
2,Horizons NASDQ100 Bl,TSE:HQU
3,Horizon CrdeOil BrUn,TSE:HOD
4,Horizon CrdOil Bl+Un,TSE:HOU
5,Horizon NatGas Br+Un,TSE:HND
6,Horizon NatGas BulUn,TSE:HNU
7,Horizons S&P500 Br A,TSE:HSD
8,Horizons S&P500 Bl A,TSE:HSU
9,Horizon SP500Inverse,TSE:HIU
10,Horizon ShrtFutr Bl+,TSE:HVU
11,,
1,Horizon ShTrm Futr A,TSE:HUV
2,Horizons 500VIXSH Un,TSE:HVI
3,Horizon Beta60Bear A,TSE:HXD
4,Horizon Beta60Bull A,TSE:HXU
5,Horizons 60 Invrs A,TSE:HIX
6,Horizon BetaEngyBear,TSE:HED
7,Horizon BetaEngyBull,TSE:HEU
8,Horizon BetaFin Bear,TSE:HFD
9,Horizon BetaFin Bull,TSE:HFU
10,Horizon BetaGld Bear,TSE:HGD
11,,
1,Horizon BetaGld Bull,TSE:HGU
2,Horizon US30yrBnd Br,TSE:HTD
3,Horizn CdnDolr Cur A,TSE:CAN
4,Horizn CdnMdStream A,TSE:HOG
5,Horizons Cdn HiDiv A,TSE:HXH
6,Horizon Cdn Insdr Un,TSE:HII
7,Horizon Cdn SlctUniv,TSE:HBB
8,Horizn China DivA Un,TSE:HCN
9,Horizons COMEXGold A,TSE:HUG
10,Horizons COMEXSlvr A,TSE:HUZ
11,,
1,Horizons Incm Engy E,TSE:HEE
2,Horizons IncmEgy Adv,TSE:HEE.A
3,Horizon Incm Eq E Un,TSE:HEX
4,Horizon EnhncEqty Ad,TSE:HEX.A
5,Horizons Incm Fin E,TSE:HEF
6,Horizons IncmFin Adv,TSE:HEF.A
7,Horizons Gold Prod E,TSE:HEP
8,Horizon EnhncGld Adv,TSE:HEP.A
9,Horizons Intl Eqty E,TSE:HEJ
10,Horizons Intl Eq Adv,TSE:HEJ.A
11,Horizon IncmEq CAD E,TSE:HEA
12,Horizon IncmEqCAD Ad,TSE:HEA.A
13,Horizon IncmEq USD E,TSE:HEA.U
14,Horizon IncEqUSD Adv,TSE:HEA.V
15,Horizon Glb CurOpp E,TSE:HGC
16,Horizons GlbRskPar E,TSE:HRA
17,Horizons GldYld E Un,TSE:HGY
18,Horizons Gld Yld Adv,TSE:HGY.A
19,Horizn MgeGlb Opp E,TSE:HGM
20,Horizn MgeGlbOpp Adv,TSE:HGM.A
21,,
1,Horizn Mge Momntm E,TSE:HMA
2,Horizn Mge Momntm Ad,TSE:HMA.A
3,Horizon MornstrHdg E,TSE:HHF
4,Horizon MornstrHg Ad,TSE:HHF.A
5,Horizon NASDAQ-100 A,TSE:HXQ
6,Horizon NASDAQ100 US,TSE:HXQ.U
7,Horizons NatGasYld E,TSE:HNY
8,Horizon NatGasYld Ad,TSE:HNY.A
9,Horizons CrudeOil Un,TSE:HUC
10,Horizon NYMEX NatGas,TSE:HUN
11,Horizn S&P500CA Hegd,TSE:HSH
12,Horizons S&P500 Un,TSE:HXS
13,Horizon S&P500 US Un,TSE:HXS.U
14,Horizons 60EqlWgt Un,TSE:HEW
15,Horizon S&P/TSX60 A,TSE:HXT
16,Horizon S&P/TSX60 US,TSE:HXT.U
17,,
1,Iamgold Corporation,TSE:IMG
2,IBI Group Inc.,TSE:IBG
3,IBI Group Inc. 7% Db,TSE:IBG.DB
4,IBI Group 6.00% Deb,TSE:IBG.DB.B
5,IBI Group 7% Sr 2 Db,TSE:IBG.DB.C
6,IBI GROUP 5.5% Deb,TSE:IBG.DB.D
7,IC Potash Corp. J,TSE:ICP
8,iFabric Corp. J,TSE:IFA
9,IGM Financial Inc.,TSE:IGM
10,IGM Financial B Pr,TSE:IGM.PR.B
11,Immunovaccine Inc. J,TSE:IMV
12,Imperial Metals Corp,TSE:III
13,Imperial Oil Ltd.,TSE:IMO
14,Imvescor Restaurant,TSE:IRG
15,Imvescor Rstaurnt Wt,TSE:IRG.WT
16,Income Fin Tr Un,TSE:INC.UN
17,,
1,iShrs Complete Portf,TSE:XGC
2,iShare Glbl Hlthcare,TSE:XHC
3,iShares GlbInfras Un,TSE:CIF
4,iShare GlbInfras Adv,TSE:CIF.A
5,iShares GlblMoDiv Un,TSE:CYH
6,iShares GlblMoDiv Ad,TSE:CYH.A
7,iShares GlblRlEst Un,TSE:CGR
8,iShare GlblRlEst Adv,TSE:CGR.A
9,iShares GlblWater Un,TSE:CWW
10,iShares GlbWater Adv,TSE:CWW.A
11,iShare GldBulHdgd Un,TSE:CGL
12,iShare GldBul Nn-Hdg,TSE:CGL.C
13,iShrs GrowCore Portf,TSE:XGR
14,iShares India Idx Un,TSE:XID
15,iShare IntlFndmnt Un,TSE:CIE
16,iShare IntlFndmnt Ad,TSE:CIE.A
17,,
1,iShr JP USD Emrg Mkt,TSE:XEB
2,iShare Jantzi Social,TSE:XEN
3,iShares JapFndmnt Un,TSE:CJP
4,iShares JapFndmntlAd,TSE:CJP.A
5,iShares MSCI Brazil,TSE:XBZ
6,iShare MSCI EAFE Idx,TSE:XIN
7,iShare MSCI EmergMkt,TSE:XEM
8,iShr MSCI EU IMI Idx,TSE:XEU
9,iShr MSCI EU IMI CAD,TSE:XEH
10,iShare MSCI World Un,TSE:XWD
11,iShare NASDAQ 100 Un,TSE:XQQ
12,,
1,iShares MoneyMkt Un,TSE:CMR
2,iShares MoneyMkt Adv,TSE:CMR.A
3,iShare S&P CnsmrDscr,TSE:XCD
4,iShr SP Glbl Indstrl,TSE:XGI
5,iShr S&P US MidCapUn,TSE:XMC
6,iShr S&P USMdCpCADHG,TSE:XMH
7,iShares S&P/TSX60 Un,TSE:XIU
8,iShr CdnDivAristo Un,TSE:CDZ
9,iShare CdnDivAristAd,TSE:CDZ.A
10,iShares CdnPref Un,TSE:CPD
11,iShares CdnPref Adv,TSE:CPD.A
12,iShares Consumr Stpl,TSE:XST
13,iShares S&P/TSX Engy,TSE:XEG
14,,
1,iShares S&P/TSX Fins,TSE:XFN
2,iShares S&P/TSX Tech,TSE:XIT
3,iShare S&P/TSX Matrl,TSE:XMA
4,iShares S&P/TSX REIT,TSE:XRE
5,iShares S&P/TSX Util,TSE:XUT
6,iShr S&P/TSX Cmpletn,TSE:XMD
7,iShr SP/TSXGblBseMtl,TSE:XBM
8,iShares S&P/TSX Gold,TSE:XGD
9,iShr S&PTSX NA PrStk,TSE:XPF
10,IShare SP/TSX SmlCap,TSE:XCS
11,,
1,iShr ShDuratn HighUn,TSE:CSD
2,iShr ShDuratn HighAd,TSE:CSD.A
3,iShr ST StratgFxd Un,TSE:XSI
4,iShr Sil Bul Hdgd Un,TSE:SVR
5,iShr Sil Bul Nn-Hdgd,TSE:SVR.C
6,iShr US HiDiv EqtyUn,TSE:XHU
7,iShare US HighDiv Eq,TSE:XHD
8,iShares US HiYld Bnd,TSE:XHY
9,iShr US HiYldIncm Un,TSE:CHB
10,iShr US HiYldIncm Ad,TSE:CHB.A
11,iShare US IG CorpBnd,TSE:XIG
12,iShares US Small Cap,TSE:XSU
13,iShare US DivGrow Un,TSE:CUD
14,iShare US DivGro Adv,TSE:CUD.A
15,,
1,iShares US Fndmtl Un,TSE:CLU
2,iShares US Fndmtl Ad,TSE:CLU.A
3,iShares US Fndmntl B,TSE:CLU.B
4,iShares US Fndmntl C,TSE:CLU.C
5,Ithaca Energy Inc.,TSE:IAE
6,Ivanhoe Mines Cl A J,TSE:IVN
7,,
1,INDEXPLUS Income Un,TSE:IDX.UN
2,Indigo Books & Music,TSE:IDG
3,Indstrl Alliance Ins,TSE:IAG
4,Indstrl AlliancePr B,TSE:IAG.PR.A
5,Indstrl AlliancePr G,TSE:IAG.PR.G
6,INFOR Acquis CL A RV,TSE:IAC.A
7,INFOR Acquisition Wt,TSE:IAC.WT
8,Info Serv Corp. A LV,TSE:ISV
9,Innergex Renew Engy,TSE:INE
10,Innergex Renew4.25Db,TSE:INE.DB.A
11,Innergex Renew Pr A,TSE:INE.PR.A
12,Innergex Renew Pr C,TSE:INE.PR.C
13,Innova Gaming Group,TSE:IGG
14,Inovalis REIT Un,TSE:INO.UN
15,InPlay Oil Corp.,TSE:IPO
16,INSCAPE Corp Cl B SV,TSE:INQ
17,,
1,Intact Fin Corp.,TSE:IFC
2,Intact Fin A Ser 1,TSE:IFC.PR.A
3,Intact Fin A Ser 3,TSE:IFC.PR.C
4,Intact Fin A Ser 4,TSE:IFC.PR.D
5,Integrated Asset Mgt,TSE:IAM
6,IntelliPharma Intl J,TSE:I
7,Inter Pipeline Ltd.,TSE:IPL
8,Interfor Corporation,TSE:IFP
9,Intermap Technology,TSE:IMP
10,Int'l Road Dynamics,TSE:IRD
11,Int'l Tower Hill J,TSE:ITH
12,InterRent REIT Un J,TSE:IIP.UN
13,Intertape Polymer,TSE:ITP
14,,
1,Intrinsyc Tech J,TSE:ITC
2,INV Metals Inc. J,TSE:INV
3,Invest GrdInfrBnd Un,TSE:IFB.UN
4,Invest GradeMngDur T,TSE:PFU.UN
5,iShre 1-10CorpBnd Un,TSE:CBH
6,iShre 1-10CorpBnd Ad,TSE:CBH.A
7,iShre 1-10GovtBnd Un,TSE:CLG
8,iShre 1-10GovtBnd Ad,TSE:CLG.A
9,iShre 1-5 CorpBnd Un,TSE:CBO
10,iShre 1-5CorpBnd Ad,TSE:CBO.A
11,iShre 1-5 GovtBnd Un,TSE:CLF
12,iShre 1-5 GovtBnd Ad,TSE:CLF.A
13,iShrs AlternatePortf,TSE:XAL
14,iShares GrowCore Un,TSE:CBN
15,iShares GrowCore Adv,TSE:CBN.A
16,,
1,iShares IncmCore Un,TSE:CBD
2,iShares IncmCore Adv,TSE:CBD.A
3,iShares BRIC Indx Un,TSE:CBQ
4,iShares BRIC Adv Un,TSE:CBQ.A
5,iShares Cdn Corp Bnd,TSE:XCB
6,iShares CdnFinMo Un,TSE:FIE
7,iShares CdnFinMo Adv,TSE:FIE.A
8,iShares CdnFndmntlUn,TSE:CRQ
9,iShare CdnFndmntl Ad,TSE:CRQ.A
10,iShares Cdn Govt Bnd,TSE:XGB
11,iShares Cdn Growth,TSE:XCG
12,iShare Cdn HYBrd Bnd,TSE:XHB
13,iShare Cdn RlRet Bnd,TSE:XRB
14,iShares Cdn Slct Div,TSE:XDV
15,,
1,iShre Cdn Sh Trm Bnd,TSE:XSB
2,iShr Cdn Univers Bnd,TSE:XBB
3,iShares Cdn Value Un,TSE:XCV
4,iShares China Index,TSE:XCH
5,iShrs Conserve Core,TSE:XCR
6,iShr Consv ShStgyFxd,TSE:XSC
7,iShr Consv Stgy Incm,TSE:XSE
8,iShares ConvBond Un,TSE:CVD
9,iShares ConvBond Adv,TSE:CVD.A
10,iShr CoreCdnLT BndUn,TSE:XLB
11,iShr CoreCdnShMplBnd,TSE:XSH
12,,
1,iShr CoreHiCdnBnd Un,TSE:XQB
2,iShr CoreHiCdnBnd Ad,TSE:XQB.A
3,iShr CoreMSCI AC Wex,TSE:XAW
4,iShr CorMSCIEAFE IMI,TSE:XEF
5,iShrCrMSCI EAFEIMIHG,TSE:XFH
6,iShr Core EmrgMktIMI,TSE:XEC
7,iShares CoreSP500Idx,TSE:XUS
8,iShares Core S&P 500,TSE:XSP
9,iShr CorS&P US MktUn,TSE:XUU
10,iShre CoreS&P US Mkt,TSE:XUH
11,iShr CoreSP/TSX Comp,TSE:XIC
12,,
1,iShr CoreSP/TSX Div,TSE:XEI
2,iShr CoreSTCdnBnd Un,TSE:XSQ
3,iShare Divrs Mo Incm,TSE:XTR
4,iShr MSCI MinVolCda,TSE:XMV
5,iShare MSCIMinVlEAFE,TSE:XMI
6,iShr EgMinVlEAFE C-H,TSE:XML
7,iShr MinVol EmrgMkt,TSE:XMM
8,iShr MSCI MinVolGlbl,TSE:XMW
9,iShr EgMinVolGlb C-H,TSE:XMY
10,iShr MSCI MinVol USA,TSE:XMU
11,,
1,iShr EgMinVl USA C-H,TSE:XMS
2,iShr MSCIMultfactrCA,TSE:XFC
3,iShr MSCIMultfacEAFE,TSE:XFI
4,iShr MSCI EAFE CA-HG,TSE:XFF
5,iShrMSCIMultiftr USA,TSE:XFS
6,iShrMSCIMultiUSA C-H,TSE:XFA
7,iShares EmergMkts Un,TSE:CWO
8,iShares EmrgMkts Adv,TSE:CWO.A
9,iShares EqWeight Un,TSE:CEW
10,iShares EqWeight Adv,TSE:CEW.A
11,iShares Fltg Rate Un,TSE:XFR
12,iShares GlblAgri Un,TSE:COW
13,iShares GlblAgri Adv,TSE:COW.A
14,,
1,Jaguar Mining Inc. J,TSE:JAG
2,Jaguar Mng J 12%DbUS,TSE:JAG.DB.U
3,Jean Coutu Group SV,TSE:PJC.A
4,JFT Strategies A Un,TSE:JFS.UN
5,Journey Energy Inc.,TSE:JOY
6,June 2020 Corporate Bond Trust,TSE:CBT
7,Just Energy Group,TSE:JE
8,Just Engy Grp 6% Db,TSE:JE.DB
9,Just Engy Grp 5.75Db,TSE:JE.DB.B
10,Just Engy Grp 6.75Db,TSE:JE.DB.C
11,,
1,K-Bro Linen Inc.,TSE:KBL
2,Karnalyte Res J,TSE:KRN
3,Katanga Mining Ltd.,TSE:KAT
4,Keg Royalties Fnd Un,TSE:KEG.UN
5,Kelso Technologies,TSE:KLS
6,Kelt Expl Ltd. J,TSE:KEL
7,Kelt Expl 5% Deb J,TSE:KEL.DB
8,Kerr Mines Inc. J,TSE:KER
9,Kew Media A RV J,TSE:KEW.A
10,Kew Media Group Wt J,TSE:KEW.WT
11,Keyera Corp.,TSE:KEY
12,Killam REIT 5.45Db J,TSE:KMP.DB.B
13,Killam Apt REIT Un J,TSE:KMP.UN
14,,
1,Kinaxis Inc. J,TSE:KXS
2,Kingsway Financial,TSE:KFS
3,Kingsway Fin B Wt US,TSE:KFS.WT.V
4,Kinross Gold Corp.,TSE:K
5,Kirkland Lake Gld J,TSE:KLG
6,Kirkland Lake 6%Db J,TSE:KLG.DB
7,Kirklnd Lake 7.5Db J,TSE:KLG.DB.A
8,Klondex Mines Ltd. J,TSE:KDX
9,Knight Therapeutics,TSE:GUD
10,KP Tissue Inc.,TSE:KPT
11,,
1,Labrador Iron Ore,TSE:LIF
2,Lanesborough Sr G Db,TSE:LRT.DB.G
3,Lanesborough Tr Un J,TSE:LRT.UN
4,Laramide Resources J,TSE:LAM
5,Largo Resources J,TSE:LGO
6,Lassonde Ind Cl A SV,TSE:LAS.A
7,Laurentian Bk of Can,TSE:LB
8,Laurentian Bk Pr 11,TSE:LB.PR.F
9,Laurentian Bk Pr 13,TSE:LB.PR.H
10,Laurentian Bk Pr 15,TSE:LB.PR.J
11,Chateau Inc(Le) A SV,TSE:CTU.A
12,LeadFX Inc. J,TSE:LFX
13,Leon's Furniture Ltd,TSE:LNF
14,Leon's Furniture Db,TSE:LNF.DB
15,Levon Resources J,TSE:LVN
16,,
1,Lexam VG Gold Inc. J,TSE:LEX
2,Life & Banc Split A,TSE:LBS
3,Life & Banc Split Pr,TSE:LBS.PR.A
4,Ltd DuratnInvstGrdUS,TSE:PFD.U
5,Ltd DuratnInvstGrd,TSE:PFD.UN
6,Linamar Corporation,TSE:LNR
7,Liquor Stores NA Ltd,TSE:LIQ
8,Liquor Stores 5.85Db,TSE:LIQ.DB.A
9,Liquor Stores 4.7%Db,TSE:LIQ.DB.B
10,Lithium Americas J,TSE:LAC
11,Lithium Amer Wt J,TSE:LAC.WT
12,Loblaw Companies Ltd,TSE:L
13,Loblaw Co. Ser B Pr,TSE:L.PR.B
14,Logistec Corp. A MV,TSE:LGT.A
15,Logistec Corp Cl B,TSE:LGT.B
16,Loncor Resources J,TSE:LN
17,LowVolatlty CdnEq Un,TSE:LOW.UN
18,,
1,Low Voltlty US Eq Un,TSE:LVU.UN
2,Lucara Diamond J,TSE:LUC
3,Lumenpulse Inc. J,TSE:LMP
4,Luna Gold Corp. J,TSE:LGC
5,Lundin Gold Inc. J,TSE:LUG
6,Lundin Mining Corp,TSE:LUN
7,Lydian Int'l Ord J,TSE:LYD
8,Lydian Int'l Wt J,TSE:LYD.WT
9,Lysander-SlatrPrActv,TSE:PR
10,,
1,M Split Corp. 14 Cap,TSE:XMF.A
2,M Split Corp Cl 1 Pr,TSE:XMF.PR.B
3,M Split Corp 14-2 Pr,TSE:XMF.PR.C
4,MacDonald Dettwiler,TSE:MDA
5,Mackenzie CAFxIncm E,TSE:MKB
6,Mackenzie GlbFxIncmE,TSE:MGB
7,Mackenzie FltgRate E,TSE:MFT
8,MacKenzie Master Un,TSE:MKZ.UN
9,Mackenzie AlWrl NA E,TSE:MXU
10,MackenzieMaxDvr AW E,TSE:MWD
11,Mackenzie MaxDvrCA E,TSE:MKC
12,MackenzieMaxDvrEur E,TSE:MEU
13,,
1,Mackenzie MaxDvrUS E,TSE:MUS
2,Mackenzie Uncnstrn E,TSE:MUB
3,Macquarie EmrgMkt Un,TSE:MQA.UN
4,Macquari GlbInfrasUn,TSE:MQI.UN
5,Madison Pacific Cl B,TSE:MPC
6,Madison Pacific NV C,TSE:MPC.C
7,MAG Silver Corp. J,TSE:MAG
8,Magellan Aerospace,TSE:MAL
9,Magna Int'l Inc.,TSE:MG
10,Mainstreet Equity J,TSE:MEQ
11,Mainstreet HlthRecUS,TSE:HLP.R
12,Mainstreet Hlth J US,TSE:HLP.U
13,,
1,Major Drilling Group,TSE:MDI
2,Mandalay Res Corp J,TSE:MND
3,Manitoba Telecom,TSE:MBT
4,Manulife Financial,TSE:MFC
5,Manulife Fin Sr 2 Pr,TSE:MFC.PR.B
6,Manulife Fin A Pr 3,TSE:MFC.PR.C
7,Manulife Fin Sr 3 Pr,TSE:MFC.PR.F
8,Manulife Fin Sr 5 Pr,TSE:MFC.PR.G
9,Manulife Fin Sr 7 Pr,TSE:MFC.PR.H
10,Manulife Fin Sr 9 Pr,TSE:MFC.PR.I
11,Manulife Fin Sr11 Pr,TSE:MFC.PR.J
12,Manulife Fin Sr13 Pr,TSE:MFC.PR.K
13,Manulife Fin Sr15 Pr,TSE:MFC.PR.L
14,Manulife Fin Sr17 Pr,TSE:MFC.PR.M
15,Manulife Fin Sr19 Pr,TSE:MFC.PR.N
16,Manulife Fin Sr21 Pr,TSE:MFC.PR.O
17,Manulife Fin Sr 4 Pr,TSE:MFC.PR.P
18,Manulife FltgRtLn Un,TSE:MFR.UN
19,Manulife US Regnl Un,TSE:MBK.UN
20,Maple Leaf Foods Inc,TSE:MFI
21,Marathon Gold Corp J,TSE:MOZ
22,Marquest Cdn Eqty Un,TSE:MIF.UN
23,Marret Resource J,TSE:MAR
24,,
1,Martinrea Int'l Inc.,TSE:MRE
2,Mawson Resources J,TSE:MAW
3,Mawson West Ord J,TSE:MWE
4,Maxim Power Corp.,TSE:MXG
5,MBN Corporation Eqty,TSE:MBN
6,MCAN Mortgage Corp.,TSE:MKP
7,McCoy Global Inc.,TSE:MCB
8,McEwen Mining - Minera Andes Acquisition Corp.,TSE:MAQ
9,McEwen Mining Inc. J,TSE:MUX
10,Meadow Bay Gold J,TSE:MAY
11,,
1,Mediagrif Interactv,TSE:MDF
2,Medical Facilities,TSE:DR
3,Medical Fac 5.9% Deb,TSE:DR.DB.A
4,MEG Energy Corp.,TSE:MEG
5,Mega Uranium Ltd. J,TSE:MGA
6,Melcor Developments,TSE:MRD
7,Melcor REIT 5.5 Deb,TSE:MR.DB
8,Melcor REIT Un,TSE:MR.UN
9,Mercer International Inc.,TSE:MERC
10,Merus Labs Int'l J,TSE:MSL
11,Methanex Corporation,TSE:MX
12,Metro Inc.,TSE:MRU
13,,
1,Microbix Biosystms J,TSE:MBX
2,Midas Gold Corp. J,TSE:MAX
3,Middlefld Can-Glb Un,TSE:RCO.UN
4,Middlefld HealthcrUn,TSE:HWF.UN
5,Milestone AptREIT Un,TSE:MST.UN
6,Minco Gold Corp. J,TSE:MMM
7,Minco Silver Corp J,TSE:MSV
8,MINT Incme Fnd Tr Un,TSE:MID.UN
9,Mitel Networks Corp.,TSE:MNW
10,Mogo Finance Technology Inc.,TSE:MOGO
11,,
1,MolsonCoors Cda A LV,TSE:TPX.A
2,MolsonCoors Cda B NV,TSE:TPX.B
3,Moneda LatAm CorpBnd,TSE:MLD.UN
4,Moneda LatAmFxd A Un,TSE:MLF.UN
5,Moneda LatAmGrowthUn,TSE:MLE.UN
6,Moneta Porcupine J,TSE:ME
7,Mood Media Corp. J,TSE:MM
8,Morguard Corporation,TSE:MRC
9,Morguard NA REIT Deb,TSE:MRG.DB
10,Morguard NA REIT UN,TSE:MRG.UN
11,Morguard REIT 4.85Db,TSE:MRT.DB.A
12,Morguard Real Est Un,TSE:MRT.UN
13,Morneau Shepell Inc.,TSE:MSI
14,Morneau Shepl 4.75Db,TSE:MSI.DB.A
15,,
1,Mountain Province J,TSE:MPV
2,MTY Food Group Inc.,TSE:MTY
3,Mullen Group Ltd.,TSE:MTL
4,,
1,Namibia Rare Earth J,TSE:NRE
2,NAPEC Inc. J,TSE:NPC
3,Nat'l Bank of Canada,
4,Nat'l Bank Ser 36 Pr,TSE:NA.PR.A
5,Nat'l Bank Ser 28 Pr,TSE:NA.PR.Q
6,Nat'l Bank Ser 30 Pr,TSE:NA.PR.S
7,Nat'l Bank Ser 32 Pr,TSE:NA.PR.W
8,Nat'l Bank Ser 34 Pr,TSE:NA.PR.X
9,Nautilus Minerals J,TSE:NUS
10,NDX Growth&Incm A Un,TSE:NGI.UN
11,Nemaska Lithium Inc.,TSE:NMX
12,Nemaska Lithium Wt,TSE:NMX.WT
13,Neovasc Inc. J,TSE:NVC
14,Neptune Technologies & Bioressources Inc.,TSE:NEPT
15,"NeuLion, Inc. J",TSE:NLN
16,Nevada Copper Corp J,TSE:NCU
17,,
1,Nevsun Resources J,TSE:NSU
2,New Flyer Industries,TSE:NFI
3,New Flyer 6.25 Db US,TSE:NFI.DB.U
4,New Gold Inc.,TSE:NGD
5,New Gold Inc A Wt,TSE:NGD.WT.A
6,New Look Vision J,TSE:BCI
7,New Millenm Iron J,TSE:NML
8,Newalta Corporation,TSE:NAL
9,Nfld Capital Cl A SV,TSE:NCC.A
10,Nfld Capital Cl B MV,TSE:NCC.B
11,Newgrowth Cl A Cap,TSE:NEW.A
12,Newgrowth Corp. Pr 3,TSE:NEW.PR.D
13,Newmarket Gold Inc J,TSE:NMI
14,NexC Partners Corp A,TSE:NXC
15,,
1,NexGen Energy Ltd. J,TSE:NXE
2,NexJ Systems Inc. J,TSE:NXJ
3,NGEx Resources Inc J,TSE:NGQ
4,Niko Resources,TSE:NKO
5,Niko Resources 7% Nt,TSE:NKO.NT
6,NioCorp Dev Ltd. J,TSE:NB
7,Nobilis Health Corp.,TSE:NHC
8,Nobilis Health Wt,TSE:NHC.WT
9,Noranda Incm PriorUn,TSE:NIF.UN
10,Norbord Inc.,TSE:OSB
11,Norsat International,TSE:NII
12,N.A. Energy Partners,TSE:NOA
13,,
1,NA Fin 15 Split A,TSE:FFN
2,NA Fin 15 Split 2 Pr,TSE:FFN.PR.A
3,N.A. Palladium Ltd.,TSE:PDL
4,Nth American Pref Un,TSE:NPF.UN
5,NA REIT Income Un,TSE:NRF.UN
6,Northcliff Res Ltd J,TSE:NCF
7,Northrn Blizzard Res,TSE:NBZ
8,Nthrn Dynasty Min J,TSE:NDM
9,Nthrn Dynasty Wt J,TSE:NDM.WT
10,Nthrn Dynasty Wt J A,TSE:NDM.WT.A
11,Nthrn Dynasty Wt J B,TSE:NDM.WT.B
12,Nthn Power Systems J,TSE:NPS
13,Northland Power Inc.,TSE:NPI
14,Northland Pwr 5% Deb,TSE:NPI.DB.B
15,Northland Pwr 4.75Db,TSE:NPI.DB.C
16,Northland Pwr Pr 1,TSE:NPI.PR.A
17,Northland Pwr Pr 2,TSE:NPI.PR.B
18,Northland Pwr Pr 3,TSE:NPI.PR.C
19,Nthview Apt REIT Db,TSE:NVU.DB
20,Nthview Apt REIT Un,TSE:NVU.UN
21,,
1,NW Healthcare Deb,TSE:NWH.DB
2,NW Healthcare 6.5%Db,TSE:NWH.DB.A
3,NW Healthcare 7.5%Db,TSE:NWH.DB.B
4,NW Healthcare7.25%Db,TSE:NWH.DB.C
5,NW Healthcare 5.5%Db,TSE:NWH.DB.D
6,NW Healthcare5.25%DB,TSE:NWH.DB.E
7,NW Healthcare Un,TSE:NWH.UN
8,Novadaq Tech Inc. J,TSE:NDQ
9,NovaGold Resources J,TSE:NG
10,NuVista Energy Ltd.,TSE:NVA
11,Nuvo Pharmaceuticals,TSE:NRI
12,NXT Energy Solutn J,TSE:SFD
13,,
1,OceanaGold Corp.,TSE:OGC
2,OCP Credit Stgy Un,TSE:OCS.UN
3,OCP Senior Credit Un,TSE:OSL.UN
4,Oil Sands Sector Un,TSE:OSF.UN
5,Olympia Fin Group,TSE:OLY
6,Oncolytics Biotech,TSE:ONC
7,OneREIT 5.45% Deb,TSE:ONR.DB.B
8,OneREIT 5.50% Deb,TSE:ONR.DB.C
9,OneREIT Un,TSE:ONR.UN
10,ONEX Corporation,TSE:ONEX
11,Open Text Corp,TSE:OTC
12,Orbit Garant Drill,TSE:OGD
13,,
1,Orbite Tech Inc. J,TSE:ORT
2,Orbite Tech J 2/21Db,TSE:ORT.DB.C
3,Orocobre Ltd. Ord J,TSE:ORL
4,Orosur Mining Inc.,TSE:OMI
5,Orsu Metals Corp. J,TSE:OSU
6,Orvana Minerals J,TSE:ORV
7,Oryx Pete Corp. J,TSE:OXC
8,Osisko Gld Royalty,TSE:OR
9,Osisko Gold Rlty Wt,TSE:OR.WT
10,Osisko Gld Rlty Wt A,TSE:OR.WT.A
11,Osisko Mining Inc. J,TSE:OSK
12,Osisko Mining J Wt,TSE:OSK.WT
13,,
1,Pacific Exploration & Production Corporation,TSE:PEN
2,Pacific Insight Elec,TSE:PIH
3,Painted Pony Pete J,TSE:PPY
4,Paladin Energy Ord J,TSE:PDN
5,Pan American Silver,TSE:PAA
6,Paramount Res Cl A,TSE:POU
7,Parex Resources J,TSE:PXT
8,Park Lawn Corp.,TSE:PLC
9,Parkland Fuel Corp.,TSE:PKI
10,Partners REIT 6% Deb,TSE:PAR.DB.A
11,Partners REIT 5.5 Db,TSE:PAR.DB.B
12,Partners REIT Un,TSE:PAR.UN
13,,
1,Purpose Core Div Fnd,TSE:PDF
2,Purpose DiversRl Ast,TSE:PRA
3,Purpose Duratn HgREF,TSE:PHR
4,Purpose Enhnc US Eq,TSE:PEU
5,Purpose EnhncUSNnCur,TSE:PEU.B
6,Purpose High IntSvgs,TSE:PSA
7,Purpose Intl Div Un,TSE:PID
8,Purpose Intl TacHgEq,TSE:PHW
9,Purpose Monthly Incm,TSE:PIN
10,Purpose Mult-StgyNeu,TSE:PMM
11,Purpose Prem Yld ETF,TSE:PYF
12,,
1,Purpose Tact Hegd Eq,TSE:PHE
2,Purpose TacHg NN-Cur,TSE:PHE.B
3,Purpose TacInvestBnd,TSE:BND
4,Purpose Tot Ret Bond,TSE:PBD
5,Purpose US Cash USF,TSE:PSU.U
6,Purpose US DivETF Un,TSE:PUD
7,Purpose US Div NnCur,TSE:PUD.B
8,PWC Capital Inc.,TSE:PWC
9,PWC Capital Inc C Nt,TSE:PWC.NT.C
10,PWC Capital 7% Pr,TSE:PWC.PR.A
11,PWC Capital Inc B Pr,TSE:PWC.PR.B
12,,
1,Partners Val AA Pr 3,TSE:PVS.PR.B
2,Partners Val AA Pr 5,TSE:PVS.PR.C
3,Partners Val AA Pr 6,TSE:PVS.PR.D
4,Partners Val AA Pr 7,TSE:PVS.PR.E
5,Pason Systems Inc.,TSE:PSI
