,buy_row,buy_date,buy_price,stop,next_buy,sell_price,N,thing,shares,amount_invested,amount_retrieved,win,percent_win
0,55,2009-04-22 00:00:00,24.45,"[21.880865186386174, 23.158280830713522, 23.916925224692651]","[25.229783703403456, 26.672929792321618, 27.408268693826837]",23.91692522469265,1.3395674068069119,149.3019305961872,6.0,146.7,143.5015513481559,-3.19844865184,-0.0218026492968
1,57,2009-04-24 00:00:00,25.2297837034,"[23.158280830713522, 23.916925224692651]","[26.672929792321618, 27.408268693826837]",23.91692522469265,1.4058595846432378,142.26171815782982,6.0,151.37870222,143.5015513481559,-7.87715087226,-0.0520360576271
2,63,2009-05-04 00:00:00,26.6729297923,[23.916925224692651],[27.408268693826837],23.91692522469265,1.396537387653675,143.2113466980074,5.0,133.364648962,119.58462612346325,-13.7800228381,-0.103325903419
3,83,2009-06-02 00:00:00,27.31,[24.504149225940413],[28.186462693514898],24.504149225940413,1.4729253870297934,135.78420316544828,5.0,136.55,122.52074612970206,-14.0292538703,-0.102740782646
4,119,2009-07-23 00:00:00,27.45,"[25.92468551841219, 27.479321351149391, 28.840855283591925, 30.011312519412328, 31.496246893441711]","[28.593828620396952, 29.96766966221265, 31.47728617910202, 32.70967187014692, 34.313438276639573]",31.49624689344171,1.067657240793904,187.32603719455986,7.0,192.15,220.47372825409198,28.3237282541,0.147404258413
5,126,2009-08-03 00:00:00,28.5938286204,"[27.479321351149391, 28.840855283591925, 30.011312519412328, 31.496246893441711]","[29.96766966221265, 31.47728617910202, 32.70967187014692, 34.313438276639573]",31.49624689344171,0.9953393244253033,200.9364998368547,7.0,200.156800343,220.47372825409198,20.3169279113,0.101505059416
6,127,2009-08-04 00:00:00,29.9676696622,"[28.840855283591925, 30.011312519412328, 31.496246893441711]","[31.47728617910202, 32.70967187014692, 34.313438276639573]",31.49624689344171,1.054572358204038,189.65033403739577,6.0,179.806017973,188.97748136065027,9.17146338737,0.0510075440786
7,128,2009-08-05 00:00:00,31.4772861791,"[30.011312519412328, 31.496246893441711]","[32.70967187014692, 34.313438276639573]",31.49624689344171,1.0793437402938362,185.2977809882446,6.0,188.863717075,188.97748136065027,0.113764286038,0.000602361786585
8,129,2009-08-06 00:00:00,32.7096718701,[31.496246893441711],[34.313438276639573],31.49624689344171,1.1268765532791445,177.48172984699323,5.0,163.548359351,157.48123446720857,-6.06712488353,-0.0370968251079
9,140,2009-08-21 00:00:00,34.03,[31.932405562141064],[34.691898609464737],31.932405562141064,1.103797218929469,181.19270149454846,5.0,170.15,159.66202781070533,-10.4879721893,-0.0616395662021
10,158,2009-09-17 00:00:00,34.14,[32.107298423657824],[34.823175394085546],32.107298423657824,1.08635078817109,184.10259575243376,5.0,170.7,160.53649211828912,-10.1635078817,-0.059540175054
11,219,2009-12-14 00:00:00,29.4,"[27.702498496903676, 28.368603541343649, 29.250896138196538]","[30.124375375774083, 30.657849114664089, 31.387275965450868]",29.250896138196538,0.9687507515481617,206.45145273991247,7.0,205.8,204.75627296737576,-1.04372703262,-0.00507155992529
12,223,2009-12-18 00:00:00,30.1243753758,"[28.368603541343649, 29.250896138196538]","[30.657849114664089, 31.387275965450868]",29.250896138196538,0.915698229328175,218.4125660554515,7.0,210.87062763,204.75627296737576,-6.11435466304,-0.0289957626235
13,227,2009-12-24 00:00:00,30.6578491147,[29.250896138196538],[31.387275965450868],29.250896138196538,0.8545519309017318,234.040779463172,8.0,245.262792917,234.0071691055723,-11.2556238117,-0.0458920967092
14,283,2010-03-18 00:00:00,29.93,"[29.952813439471814, 30.810845835832097, 31.683303544040495, 32.583168366838471]","[31.774296640132047, 32.672288541041972, 33.604174113989878, 34.541707908290384]",32.58316836683847,0.7285932802640929,274.50157092789283,9.0,269.37,293.24851530154626,23.8785153015,0.088645785728
15,288,2010-03-25 00:00:00,31.7742966401,"[30.810845835832097, 31.683303544040495, 32.583168366838471]","[32.672288541041972, 33.604174113989878, 34.541707908290384]",32.58316836683847,0.7445770820839497,268.6088583874119,8.0,254.194373121,260.66534693470777,6.47097381365,0.0254567940832
16,289,2010-03-26 00:00:00,32.672288541,"[31.683303544040495, 32.583168366838471]","[33.604174113989878, 34.541707908290384]",32.58316836683847,0.7683482279797522,260.2986415754062,8.0,261.378308328,260.66534693470777,-0.712961393628,-0.00272769916596
17,290,2010-03-29 00:00:00,33.604174114,[32.583168366838471],[34.541707908290384],32.58316836683847,0.7834158165807644,255.29226723160173,8.0,268.833392912,260.66534693470777,-8.16804597721,-0.0303833013032
18,298,2010-04-09 00:00:00,34.15,"[32.744496595845632, 33.426567677750676, 34.660239293863143, 35.202542645188736, 35.634335512929297]","[34.66387585103859, 35.368358080562324, 36.709940176534211, 37.20736433870281, 37.616416121767671]",35.6343355129293,0.7677517020771842,260.5008877986094,8.0,273.2,285.0746841034344,11.8746841034,0.0434651687534
19,300,2010-04-13 00:00:00,34.663875851,"[33.426567677750676, 34.660239293863143, 35.202542645188736, 35.634335512929297]","[35.368358080562324, 36.709940176534211, 37.20736433870281, 37.616416121767671]",35.6343355129293,0.776716161124659,257.49432033241936,7.0,242.647130957,249.4403485905051,6.79321763323,0.0279962825294
20,301,2010-04-14 00:00:00,35.3683580806,"[34.660239293863143, 35.202542645188736, 35.634335512929297]","[36.709940176534211, 37.20736433870281, 37.616416121767671]",35.6343355129293,0.8198803530684261,243.938032240307,7.0,247.578506564,249.4403485905051,1.86184202657,0.00752020864981
21,308,2010-04-23 00:00:00,36.7099401765,"[35.202542645188736, 35.634335512929297]","[37.20736433870281, 37.616416121767671]",35.6343355129293,0.8019286774056311,249.39873786161672,7.0,256.969581236,249.4403485905051,-7.52923264523,-0.0293000930656
22,309,2010-04-26 00:00:00,37.2073643387,[35.634335512929297],[37.616416121767671],35.6343355129293,0.7928322435353494,252.2601743695137,7.0,260.451550371,249.4403485905051,-11.0112017804,-0.0422773516408
23,312,2010-04-29 00:00:00,37.22,[35.738813410397761],[37.865296647400555],35.73881341039776,0.8505932948011201,235.12999834634556,6.0,223.32,214.43288046238655,-8.88711953761,-0.0397954484041
24,487,2011-01-06 00:00:00,22.6,[21.817995865174261],[23.645501033706434],21.81799586517426,0.7310020674128695,273.597037430867,12.0,271.2,261.81595038209116,-9.38404961791,-0.0346019528684
25,491,2011-01-12 00:00:00,23.62,"[23.961838494658593, 25.15734752935791, 25.680980152890015, 26.474431145245514, 28.494656195497129]","[26.122040376335352, 27.323163117660524, 27.817254961777497, 28.668892213688622, 30.751335951125718]",28.49465619549713,0.8640807526707036,231.45984837856804,10.0,236.2,284.9465619549713,48.746561955,0.206378331731
26,494,2011-01-18 00:00:00,26.1220403763,"[25.15734752935791, 25.680980152890015, 26.474431145245514, 28.494656195497129]","[27.323163117660524, 27.817254961777497, 28.668892213688622, 30.751335951125718]",28.49465619549713,0.8663262353210446,230.85991378973267,9.0,235.098363387,256.45190575947413,21.3535423725,0.0908281200465
27,495,2011-01-19 00:00:00,27.3231631177,"[25.680980152890015, 26.474431145245514, 28.494656195497129]","[27.817254961777497, 28.668892213688622, 30.751335951125718]",28.49465619549713,0.8545099235549923,234.05228480898845,9.0,245.908468059,256.45190575947413,10.5434377005,0.0428754559928
28,496,2011-01-20 00:00:00,27.8172549618,"[26.474431145245514, 28.494656195497129]","[28.668892213688622, 30.751335951125718]",28.49465619549713,0.8777844273772427,227.84637521718827,8.0,222.538039694,227.95724956397703,5.41920986976,0.024351836105
29,500,2011-01-26 00:00:00,28.6688922137,[28.494656195497129],[30.751335951125718],28.49465619549713,0.9026719022514353,221.5644460641369,8.0,229.35113771,227.95724956397703,-1.39388814553,-0.00607752880344
30,723,2011-12-13 00:00:00,16.03,[14.922967451860266],[16.844258137034934],14.922967451860266,0.768516274069867,260.2417238880978,16.0,256.48,238.76747922976426,-17.7125207702,-0.0690600466712
31,743,2012-01-12 00:00:00,16.46,"[15.932560254442144, 16.347326405744713]","[17.616859936389467, 18.100668398563823]",16.347326405744713,0.6737198727789289,296.8592854104914,18.0,296.28,294.25187530340486,-2.0281246966,-0.00684529734236
32,747,2012-01-19 00:00:00,17.6168599364,[16.347326405744713],[18.100668398563823],16.347326405744713,0.7013367971276427,285.1696942454884,16.0,281.869758982,261.5572224919154,-20.3125364903,-0.0720635536202
33,781,2012-03-08 00:00:00,17.75,"[16.910511761821514, 18.08598617373044, 18.798158020702136]","[18.459872059544619, 19.78475345656739, 20.537960494824468]",18.798158020702136,0.6197441190892418,322.7138327571616,18.0,319.5,338.36684437263847,18.8668443726,0.0590511560959
34,782,2012-03-09 00:00:00,18.4598720595,"[18.08598617373044, 18.798158020702136]","[19.78475345656739, 20.537960494824468]",18.798158020702136,0.6795069131347797,294.3310746866973,16.0,295.357952953,300.7705283312342,5.41257537852,0.0183254770167
35,785,2012-03-14 00:00:00,19.7847534566,[18.798158020702136],[20.537960494824468],18.798158020702136,0.6959209896489319,287.3889464102715,15.0,296.771301849,281.972370310532,-14.798931538,-0.0498664508522
36,880,2012-07-30 00:00:00,17.37,"[16.506759945147142, 17.020481046755904, 17.362884144697201, 17.780739937462343, 18.144375653881777, 18.599552256727705, 19.161074643891318, 19.370520911696754, 19.715994866111913, 20.521695122806321, 20.716360366666006, 22.080542348332703]","[17.673310013713216, 18.244879738311024, 18.5842789638257, 19.017315015634413, 19.326406086529555, 19.612611935818073, 20.197231339027169, 20.40736977207581, 20.771001283472021, 21.63832621929842, 21.870909908333498, 23.429864412916825]",22.080542348332703,0.46662002742642966,428.6142648078544,25.0,434.25,552.0135587083175,117.763558708,0.271188390808
37,885,2012-08-06 00:00:00,17.6733100137,"[17.020481046755904, 17.362884144697201, 17.780739937462343, 18.144375653881777, 18.599552256727705, 19.161074643891318, 19.370520911696754, 19.715994866111913, 20.521695122806321, 20.716360366666006, 22.080542348332703]","[18.244879738311024, 18.5842789638257, 19.017315015634413, 19.326406086529555, 19.612611935818073, 20.197231339027169, 20.40736977207581, 20.771001283472021, 21.63832621929842, 21.870909908333498, 23.429864412916825]",22.080542348332703,0.48975947662204833,408.36371636835474,23.0,406.486130315,507.85247401165213,101.366343696,0.249372207651
