,buy_row,buy_date,buy_price,stop,next_buy,sell_price,N,thing,shares,amount_invested,amount_retrieved,win,percent_win
0,51,2009-04-16 00:00:00,24.82,"[23.55806497373699, 24.286728638797634, 25.084622596514865, 25.96463208899296]","[26.39798375656575, 27.078317840300592, 27.991344350871284, 28.95884197775176]",25.96463208899296,1.1359675131315035,176.06137296009743,7.0,173.74,181.7524246229507,8.01242462295,0.0461173283236
1,53,2009-04-20 00:00:00,26.3979837566,"[24.286728638797634, 25.084622596514865, 25.96463208899296]","[27.078317840300592, 27.991344350871284, 28.95884197775176]",25.96463208899296,1.1166356806011821,179.10944766902182,7.0,184.785886296,181.7524246229507,-3.03346167301,-0.0164160896366
2,55,2009-04-22 00:00:00,27.0783178403,"[25.084622596514865, 25.96463208899296]","[27.991344350871284, 28.95884197775176]",25.96463208899296,1.1626887017425669,172.01508856175536,6.0,162.469907042,155.78779253395777,-6.68211450785,-0.041128321112
3,61,2009-04-30 00:00:00,27.9913443509,[25.96463208899296],[28.95884197775176],25.96463208899296,1.1976839555035201,166.9889615544843,6.0,167.948066105,155.78779253395777,-12.1602735713,-0.0724049633513
4,142,2009-08-25 00:00:00,24.92,[25.030276235527161],[27.117430941118208],25.03027623552716,0.8348618822364182,239.5605839186745,10.0,249.2,250.30276235527162,1.10276235527,0.00442521009339
5,178,2009-10-15 00:00:00,26.76,"[26.067627589026689, 26.761658899096584]","[27.795593102743329, 28.534585275225854]",26.761658899096584,0.6911862054866558,289.35762666036203,11.0,294.36,294.3782478900624,0.0182478900624,6.19917450143e-05
6,180,2009-10-19 00:00:00,27.7955931027,[26.761658899096584],[28.534585275225854],26.761658899096584,0.709170550451707,282.0196070925531,10.0,277.955931027,267.61658899096585,-10.3393420365,-0.0371977744754
7,214,2009-12-07 00:00:00,28.18,"[26.837387255914642, 27.750466070198073, 28.600871854306273, 29.16976184851141, 29.760773756085843]","[29.090653186021342, 29.824883482450481, 30.312282036423429, 30.945059537872147, 31.572306560978539]",29.760773756085843,0.9013063720426796,221.90012875059247,8.0,225.44,238.08619004868675,12.6461900487,0.0560955910605
8,220,2009-12-15 00:00:00,29.090653186,"[27.750466070198073, 28.600871854306273, 29.16976184851141, 29.760773756085843]","[29.824883482450481, 30.312282036423429, 30.945059537872147, 31.572306560978539]",29.760773756085843,0.8297669649009631,241.0315286821174,8.0,232.725225488,238.08619004868675,5.36096456052,0.0230355972339
9,236,2010-01-08 00:00:00,29.8248834825,"[28.600871854306273, 29.16976184851141, 29.760773756085843]","[30.312282036423429, 30.945059537872147, 31.572306560978539]",29.760773756085843,0.6845640728468634,292.15672854152234,10.0,298.248834825,297.6077375608584,-0.641097263646,-0.00214953820029
10,238,2010-01-12 00:00:00,30.3122820364,"[29.16976184851141, 29.760773756085843]","[30.945059537872147, 31.572306560978539]",29.760773756085843,0.7101190757442943,281.64290586106955,9.0,272.810538328,267.8469638047726,-4.96357452304,-0.0181942184252
11,239,2010-01-13 00:00:00,30.9450595379,[29.760773756085843],[31.572306560978539],29.760773756085843,0.7246131219570796,276.0093544260249,9.0,278.505535841,267.8469638047726,-10.6585720361,-0.0382705930922
12,264,2010-02-19 00:00:00,31.39,"[30.129962459948956, 30.539902814098735, 31.551907673393799, 32.428312289724111, 33.005896675237906, 34.041971749402208, 34.805529503835494, 35.800307436352561, 36.152942338242781, 37.333643899955661, 37.797613619709985, 38.446812727198846]","[31.780009385012761, 32.140024296475318, 33.262023081651549, 34.167921927568976, 34.773525831190526, 35.939507062649447, 36.786117624041125, 37.662423140911862, 38.135139415439305, 39.291589025011085, 39.763096595072504, 40.450796818200288]",38.44681272719885,0.660018770025522,303.0216852655058,10.0,313.9,384.46812727198846,70.568127272,0.224810854642
13,267,2010-02-24 00:00:00,31.780009385,"[30.539902814098735, 31.551907673393799, 32.428312289724111, 33.005896675237906, 34.041971749402208, 34.805529503835494, 35.800307436352561, 36.152942338242781, 37.333643899955661, 37.797613619709985, 38.446812727198846]","[32.140024296475318, 33.262023081651549, 34.167921927568976, 34.773525831190526, 35.939507062649447, 36.786117624041125, 37.662423140911862, 38.135139415439305, 39.291589025011085, 39.763096595072504, 40.450796818200288]",38.44681272719885,0.6400485929506321,312.4762747746971,10.0,317.80009385,384.46812727198846,66.6680334219,0.209779778899
14,268,2010-02-25 00:00:00,32.1400242965,"[31.551907673393799, 32.428312289724111, 33.005896675237906, 34.041971749402208, 34.805529503835494, 35.800307436352561, 36.152942338242781, 37.333643899955661, 37.797613619709985, 38.446812727198846]","[33.262023081651549, 34.167921927568976, 34.773525831190526, 35.939507062649447, 36.786117624041125, 37.662423140911862, 38.135139415439305, 39.291589025011085, 39.763096595072504, 40.450796818200288]",38.44681272719885,0.6840461633031006,292.37792817117236,9.0,289.260218668,346.0213145447896,56.7610958765,0.196228489828
15,269,2010-02-26 00:00:00,33.2620230817,"[32.428312289724111, 33.005896675237906, 34.041971749402208, 34.805529503835494, 35.800307436352561, 36.152942338242781, 37.333643899955661, 37.797613619709985, 38.446812727198846]","[34.167921927568976, 34.773525831190526, 35.939507062649447, 36.786117624041125, 37.662423140911862, 38.135139415439305, 39.291589025011085, 39.763096595072504, 40.450796818200288]",38.44681272719885,0.6958438551379457,287.42080356569585,9.0,299.358207735,346.0213145447896,46.6631068099,0.155877158549
16,270,2010-03-01 00:00:00,34.1679219276,"[33.005896675237906, 34.041971749402208, 34.805529503835494, 35.800307436352561, 36.152942338242781, 37.333643899955661, 37.797613619709985, 38.446812727198846]","[34.773525831190526, 35.939507062649447, 36.786117624041125, 37.662423140911862, 38.135139415439305, 39.291589025011085, 39.763096595072504, 40.450796818200288]",38.44681272719885,0.7070516623810484,282.8647617155517,8.0,273.343375421,307.5745018175908,34.231126397,0.125231227369
