,date,open,high,low,close,volume
0,"Nov 1, 2016",22.10,23.55,21.78,23.00,32220953
1,"Oct 31, 2016",21.29,22.10,20.81,21.44,1937231
2,"Oct 28, 2016",22.00,22.00,20.76,21.40,616841
3,"Oct 27, 2016",21.00,21.75,20.71,21.20,71878
4,"Oct 26, 2016",21.00,21.00,20.00,21.00,117516
5,"Oct 25, 2016",22.16,22.50,20.64,21.25,165157
6,"Oct 24, 2016",21.00,21.00,20.98,21.00,5930
7,"Oct 21, 2016",21.20,21.20,20.89,21.00,10963
8,"Oct 20, 2016",22.50,24.25,20.13,21.00,6639
9,"Oct 19, 2016",-,-,-,22.50,0
10,"Oct 18, 2016",22.50,22.50,22.50,22.50,1000
