Symbol,Date,Open,High,Low,Close,Volume
ASHU.IDX,23-Nov-16,121,763,121,760,0
ATX.IDX,23-Nov-16,2516.55,2523.57,2508.83,2514.25,0
AVDA.IDX,23-Nov-16,-211.14,-211.14,-4376.15,-4157.61,0
AVDD.IDX,23-Nov-16,-1.66,123.52,-15.96,123.52,0
AVDQ.IDX,23-Nov-16,-1907.92,20354.77,-8712.5,19935.12,0
AVDS.IDX,23-Nov-16,-803.61,-803.61,-2885.22,-2883.73,0
AVDV.IDX,23-Nov-16,-560.24,-261.36,-1994.58,-1276.54,0
AVDX.IDX,23-Nov-16,-1363.85,-1363.85,-4160.36,-4160.27,0
AVLD.IDX,23-Nov-16,11.38,734.6,11.38,732.02,0
AVLF.IDX,23-Nov-16,-7.91,-7.91,-228.9,-144.33,0
AVLR.IDX,23-Nov-16,0.3,0.84,0.14,0.8,0
AVLU.IDX,23-Nov-16,3.47,587.84,3.47,587.69,0
AVRA.IDX,23-Nov-16,0.2,0.37,0.11,0.35,0
AVRD.IDX,23-Nov-16,0.19,4.17,0.19,4.17,0
AVRE.IDX,23-Nov-16,0.33,0.84,0.25,0.77,0
AVRN.IDX,23-Nov-16,0.43,1.61,0.33,1.61,0
AVRQ.IDX,23-Nov-16,0.58,1.34,0.36,1.31,0
AVRS.IDX,23-Nov-16,0.36,0.9,0.36,0.85,0
AVRT.IDX,23-Nov-16,0.48,1.47,0.37,1.47,0
AVRV.IDX,23-Nov-16,0.46,0.95,0.44,0.85,0
AVRX.IDX,23-Nov-16,0.4,0.91,0.4,0.85,0
AVVA.IDX,23-Nov-16,0.53,24.71,0.53,23.09,0
AVVD.IDX,23-Nov-16,0.04,1.62,0.04,1.62,0
AVVE.IDX,23-Nov-16,20.4,638.27,20.4,632.4,0
AVVN.IDX,23-Nov-16,37.26,2040.06,37.26,2040.06,0
AVVQ.IDX,23-Nov-16,27.22,859.03,27.22,831.23,0
AVVS.IDX,23-Nov-16,4.53,168.28,4.53,168.28,0
AVVT.IDX,23-Nov-16,65.02,2906.3,65.02,2894.4,0
AVVV.IDX,23-Nov-16,4.84,77.61,4.84,77.59,0
AVVX.IDX,23-Nov-16,9.38,245.89,9.38,245.88,0
BANK.IDX,23-Nov-16,3614.19,3629.13,3598.77,3625.69,0
BCMA.IDX,23-Nov-16,1123,2369,1057,2364,0
BCMC.IDX,23-Nov-16,99.47,99.94,99.47,99.94,0
BCMD.IDX,23-Nov-16,2477,2682,1564,1564,0
BCME.IDX,23-Nov-16,240,577,240,577,0
BCMF.IDX,23-Nov-16,527,631,527,601,0
BCMG.IDX,23-Nov-16,79,112,63,94,0
BCMM.IDX,23-Nov-16,99.48,100.4,99.4,100.4,0
BCMU.IDX,23-Nov-16,244,244,139,206,0
BDMA.IDX,23-Nov-16,2415,2585,2415,2584,0
BDMC.IDX,23-Nov-16,100.36,100.36,100.28,100.28,0
BDMD.IDX,23-Nov-16,1263,1351,1263,1348,0
BDME.IDX,23-Nov-16,525,752,525,752,0
BDMF.IDX,23-Nov-16,260,421,260,421,0
BDMG.IDX,23-Nov-16,61,98,61,98,0
BDMM.IDX,23-Nov-16,100.88,100.88,100.58,100.58,0
BDMU.IDX,23-Nov-16,166,202,166,202,0
BFMA.IDX,23-Nov-16,1837,1990,1837,1989,0
BFMC.IDX,23-Nov-16,99.52,99.54,99.5,99.53,0
BFMD.IDX,23-Nov-16,1863,1975,1863,1974,0
BFME.IDX,23-Nov-16,288,395,288,395,0
BFMG.IDX,23-Nov-16,57,96,57,96,0
BFMM.IDX,23-Nov-16,100.26,100.3,100.26,100.29,0
BFMU.IDX,23-Nov-16,143,171,143,171,0
BFX.IDX,23-Nov-16,3483.34,3489.42,3460.5,3467.94,0
BGMA.IDX,23-Nov-16,1185,1273,1185,1273,0
BGMC.IDX,23-Nov-16,99.35,99.56,99.35,99.56,0
BGMD.IDX,23-Nov-16,2523,2693,2523,2692,0
BGME.IDX,23-Nov-16,274,484,274,484,0
BGMF.IDX,23-Nov-16,526,692,526,692,0
BGMG.IDX,23-Nov-16,41,90,41,90,0
BGMM.IDX,23-Nov-16,99.3,99.32,99.3,99.31,0
BGMU.IDX,23-Nov-16,135,170,135,169,0
BJE.IDX,23-Nov-16,166.1,167.4,160.32,167.27,0
BKNIF.IDX,23-Nov-16,18660.55,18669.05,18449.7,18540.9,0
BKX.IDX,23-Nov-16,86.39,86.82,85.88,86.71,0
BRTI.IDX,23-Nov-16,747.11,748.2,733.15,738.92,0
BSESN.IDX,23-Nov-16,26101.33,26130.49,25877.16,26051.81,0
BTK.IDX,23-Nov-16,3224.26,3347.99,3206.49,3345.47,0
BTS.IDX,23-Nov-16,3406.07,3406.07,3406.07,3406.07,0
BVSP.IDX,23-Nov-16,61955.5508,62046.1523,61233.5312,61985.9062,0
BWH.IDX,23-Nov-16,157.85,158.13,154.34,156.65,0
BXD.IDX,23-Nov-16,280.98,281.53,280.93,281.53,0
BXM.IDX,23-Nov-16,1213.46,1215.23,1212.03,1215.23,0
BXN.IDX,23-Nov-16,498.39,498.69,497.45,498.69,0
BXR.IDX,23-Nov-16,231.82,233.1,231.63,233.07,0
BXY.IDX,23-Nov-16,1652.13,1655.88,1649.89,1655.88,0
BZJ.IDX,23-Nov-16,59.67,60.04,59.19,59.82,0
CAC40.IDX,23-Nov-16,4557.93,4559.21,4509.02,4529.21,0
CASE.IDX,23-Nov-16,11550.3,11550.3,11550.3,11550.3,0
CELS.IDX,23-Nov-16,199.87,203.05,199.73,203.03,0
CEX.IDX,23-Nov-16,496.47,498.33,494.72,498.2,0
CIV.IDX,23-Nov-16,19.23,19.34,17.99,18.24,0
CKG.IDX,23-Nov-16,593.53,599.51,592.92,599.4,0
COMP.IDX,23-Nov-16,5366.55,5380.68,5350.67,5380.68,0
CPH.IDX,23-Nov-16,251.5,251.5,251.5,251.5,0
CPR.IDX,23-Nov-16,2.54,2.63,2.52,2.61,91214
CVK.IDX,23-Nov-16,548.94,553.98,548.42,553.91,0
CYM.IDX,23-Nov-16,19.9,19.9,19.79,19.9,0
CZH.IDX,23-Nov-16,252.94,255.09,251.94,254.58,0
DAX.IDX,23-Nov-16,10718.89,10742.66,10602.21,10662.44,0
DCFI.IDX,23-Nov-16,61.53,61.53,60,60,0
DCOF.IDX,23-Nov-16,55.38,56.92,55.38,56.92,0
DCOH.IDX,23-Nov-16,60,60,58.46,58.46,0
DCSE.IDX,23-Nov-16,19565.53,19593.97,19476.64,19554.95,0
DCTH.IDX,23-Nov-16,64.61,64.61,63.07,63.07,0
DCTW.IDX,23-Nov-16,69.23,73.84,69.23,72.3,0
DDA.IDX,23-Nov-16,13.56,13.94,13.43,13.45,0
DDB.IDX,23-Nov-16,12.05,12.51,11.78,12.06,0
DDO.IDX,23-Nov-16,89.45,89.45,89.45,89.45,0
DDX.IDX,23-Nov-16,89.17,89.74,88.54,88.9,0
DECA.IDX,23-Nov-16,116,144,116,125,64674600
DECD.IDX,23-Nov-16,8,22,8,18,389100
DECE.IDX,23-Nov-16,884,1072,884,900,817732000
DECN.IDX,23-Nov-16,1310,1402,859,859,1262880000
DECQ.IDX,23-Nov-16,1322,1476,886,886,631884200
DECS.IDX,23-Nov-16,622,857,622,838,197123800
DECT.IDX,23-Nov-16,2748,3016,1870,1870,1959439000
DECV.IDX,23-Nov-16,198,501,198,496,90359800
DECX.IDX,23-Nov-16,820,1345,820,1334,287483600
DFI.IDX,23-Nov-16,3775.15,3795.28,3764.78,3794.99,0
DGE.IDX,23-Nov-16,811.66,830.6,808.49,830.54,0
DHC.IDX,23-Nov-16,5122.26,5177.68,5110.23,5176.82,0
DHD.IDX,23-Nov-16,1719.48,1727.46,1708.45,1725.55,0
DIFI.IDX,23-Nov-16,66.66,66.66,63.33,66.66,0
DIOF.IDX,23-Nov-16,53.33,56.66,53.33,56.66,0
DIOH.IDX,23-Nov-16,63.33,63.33,60,60,0
DITH.IDX,23-Nov-16,73.33,73.33,70,70,0
DITW.IDX,23-Nov-16,76.66,80,76.66,80,0
DIVD.IDX,23-Nov-16,41.99,42.09,41.99,42.09,0
DIVQ.IDX,23-Nov-16,1627.63,1628.7,1618.22,1620.81,0
DJC.IDX,23-Nov-16,6681.79,6713.77,6680.99,6712.75,0
DJEC.IDX,23-Nov-16,688.42,688.54,682.24,685.11,0
DJI.IDX,23-Nov-16,19015.52,19083.76,19000.38,19083.18,0
DJT.IDX,23-Nov-16,8909.22,9003.67,8909.1,9000.04,0
DJU.IDX,23-Nov-16,631.78,636.15,629.17,630.63,0
DJWO.IDX,23-Nov-16,319.96,320.23,317.95,319.2,0
DLTC.IDX,23-Nov-16,1130.34,1130.87,1120.3,1124.92,0
DMT.IDX,23-Nov-16,8915.07,9003.45,8915.07,9000.04,0
DOI.IDX,23-Nov-16,3685.25,3685.25,3685.25,3685.25,0
DOWE.IDX,23-Nov-16,1474.72,1478.31,1453.75,1460.94,0
DRCI.IDX,23-Nov-16,241.04,241.18,239.41,241.03,0
DREI.IDX,23-Nov-16,326.12,326.31,323.79,326.27,0
DRG.IDX,23-Nov-16,461.3,469.89,459.53,469.83,0
DRO.IDX,23-Nov-16,482.27,482.27,482.27,482.27,0
DSAE.IDX,23-Nov-16,1004.54,1009.94,1003.82,1009.29,6444200
DSAF.IDX,23-Nov-16,963.9,973.92,963.9,973.34,1362200
DSAG.IDX,23-Nov-16,176.37,177.25,175.56,176.94,6313100
DSAI.IDX,23-Nov-16,419.78,424.67,419.22,424.67,4283000
DSAL.IDX,23-Nov-16,100.12,102.01,95.87,100.66,1205800
DSAM.IDX,23-Nov-16,1029.76,1046.57,1027.84,1046.39,15461700
DSAP.IDX,23-Nov-16,295.75,297.95,295.54,296.59,13170500
DSAR.IDX,23-Nov-16,257.32,259.99,255.58,259.67,5896700
DSAS.IDX,23-Nov-16,968.25,977.6,968.16,976.57,4948400
DSAT.IDX,23-Nov-16,418.91,420.79,417.97,418.8,2927100
DSAU.IDX,23-Nov-16,183.34,185.15,183.3,184.17,9530900
DSAV.IDX,23-Nov-16,649.59,652.13,649.05,651.27,1493500
DSBC.IDX,23-Nov-16,1162.54,1168.76,1160.91,1162.86,23295900
DSBD.IDX,23-Nov-16,827.71,832.84,825.67,832.81,4636200
DSBE.IDX,23-Nov-16,124.32,125.04,124.25,124.92,1256200
DSBK.IDX,23-Nov-16,375.93,378.59,374.25,377.76,68471500
DSBM.IDX,23-Nov-16,331.61,333.65,330.33,333.62,44139500
DSBS.IDX,23-Nov-16,170.05,172.9,167.72,172.61,31747700
DSBT.IDX,23-Nov-16,1636.35,1675.69,1633.01,1674.87,20810200
DSBV.IDX,23-Nov-16,621.59,622.25,615.82,616.75,6548200
DSCA.IDX,23-Nov-16,772.4,776.3,767.1,774.18,2675600
DSCC.IDX,23-Nov-16,404.97,406.45,403.9,406.27,4681300
DSCE.IDX,23-Nov-16,754.47,755.98,753.71,754.54,220800
DSCF.IDX,23-Nov-16,280.2,281.94,278.18,279.59,6746100
DSCG.IDX,23-Nov-16,961.94,966.88,961.08,966.81,24643100
DSCH.IDX,23-Nov-16,533.32,535.49,531.91,535.42,12391800
DSCL.IDX,23-Nov-16,48.1,49.39,47.96,49.02,1120600
DSCM.IDX,23-Nov-16,482.35,484.52,482.06,482.95,3252700
DSCN.IDX,23-Nov-16,650.19,656.06,649.87,656.06,8705900
DSCP.IDX,23-Nov-16,342.93,345.83,342.57,344.35,4786800
DSCR.IDX,23-Nov-16,1604.28,1605.2,1590.51,1600.71,23354900
DSCS.IDX,23-Nov-16,986.53,999.14,986.07,998.49,4589100
DSCT.IDX,23-Nov-16,887.47,889.39,882.79,886.49,14284400
DSCX.IDX,23-Nov-16,780.74,784.58,778.66,784.58,7710500
DSCY.IDX,23-Nov-16,768.14,770.68,767.67,770.32,105653500
DSDB.IDX,23-Nov-16,1063.27,1068.49,1049,1053.16,297300
DSDN.IDX,23-Nov-16,357.31,358.27,356.01,357.49,1495800
DSDR.IDX,23-Nov-16,608.85,610.15,607.11,609.94,11771700
DSDS.IDX,23-Nov-16,275.78,277.85,275.31,277.73,1551500
DSDT.IDX,23-Nov-16,77.19,77.2,76.52,77.06,2385200
DSDV.IDX,23-Nov-16,138.05,138.34,137.69,138.18,7763700
DSEC.IDX,23-Nov-16,287.69,289.77,287.24,289.77,2269700
DSEE.IDX,23-Nov-16,311.83,314.87,311.46,314.87,6552800
DSEH.IDX,23-Nov-16,92.3,92.99,91.82,92.94,172300
DSEN.IDX,23-Nov-16,595.08,599.31,591.94,597.85,76872200
DSES.IDX,23-Nov-16,120.76,121.44,120.01,120.64,817400
DSEU.IDX,23-Nov-16,219.43,220.86,218.84,219.27,18090200
DSFA.IDX,23-Nov-16,302.34,304.28,302.21,304.24,8680300
DSFB.IDX,23-Nov-16,552.71,553.52,547.52,548.21,22539900
DSFC.IDX,23-Nov-16,175.49,178.01,174.88,176.87,14082500
DSFD.IDX,23-Nov-16,318.34,320.28,317.19,318.02,5595500
DSFE.IDX,23-Nov-16,486.13,488.86,486.13,488.54,4906800
DSFH.IDX,23-Nov-16,403.4,405.33,401.5,404.86,641800
DSFI.IDX,23-Nov-16,727.37,730.45,723.95,730.08,33925800
DSFN.IDX,23-Nov-16,483.88,485.46,481.74,485.25,158250700
DSFO.IDX,23-Nov-16,378.33,379.28,374.1,375.11,15991600
DSFP.IDX,23-Nov-16,523.48,524.79,517.63,519.02,15991600
DSFR.IDX,23-Nov-16,149.18,150.61,148.5,149.99,510800
DSFT.IDX,23-Nov-16,959.73,963.51,952.63,955.45,2158300
DSFV.IDX,23-Nov-16,502.32,504.95,500.03,504.52,0
DSGF.IDX,23-Nov-16,815.42,818.87,811.58,818.45,33925800
DSGI.IDX,23-Nov-16,508.73,512.04,508.66,511.63,13820700
DSGT.IDX,23-Nov-16,883.18,886.57,882.01,886.31,42672600
DSGU.IDX,23-Nov-16,256.91,257.59,255.14,256.02,2061000
DSHB.IDX,23-Nov-16,538.54,544.05,538.02,543.09,3711700
DSHC.IDX,23-Nov-16,726.37,734.55,720.03,734.52,76544700
DSHD.IDX,23-Nov-16,311.86,312.64,311.01,311.98,1593600
DSHG.IDX,23-Nov-16,578.11,579.4,577.27,578.29,8799700
DSHI.IDX,23-Nov-16,275.31,276.46,274.46,274.95,2435300
DSHL.IDX,23-Nov-16,108.13,108.96,107.26,108.96,4288400
DSHN.IDX,23-Nov-16,663.03,664.53,661.11,662.19,2852500
DSHP.IDX,23-Nov-16,1318.54,1331.95,1312.14,1331.95,9996600
DSHR.IDX,23-Nov-16,1446.44,1496.89,1446.44,1495.44,9669400
DSHV.IDX,23-Nov-16,450.59,460.82,450.59,460.77,4069600
DSIB.IDX,23-Nov-16,246.74,246.92,244.81,246.33,1126700
DSID.IDX,23-Nov-16,580.15,584.18,580.15,583.62,9033800
DSIF.IDX,23-Nov-16,53.31,53.67,53.2,53.6,1870800
DSIG.IDX,23-Nov-16,615.03,620,615.03,619.86,63499700
DSIL.IDX,23-Nov-16,762.25,767.84,759.93,765.28,5031800
DSIM.IDX,23-Nov-16,213.44,221.25,211.79,220.62,26863100
DSIN.IDX,23-Nov-16,578.77,583.48,578.77,583.37,72205600
DSIO.IDX,23-Nov-16,91.91,92.59,91.65,92.56,6677600
DSIP.IDX,23-Nov-16,650.42,653.4,650.04,653.34,5260600
DSIQ.IDX,23-Nov-16,1432.77,1459.43,1432.77,1458.57,14576200
DSIR.IDX,23-Nov-16,519.05,520.68,517.07,519.86,14768800
DSIS.IDX,23-Nov-16,368.68,370.5,368.68,370.48,15854200
DSIT.IDX,23-Nov-16,799.35,806.49,799.35,806.04,6251200
DSIU.IDX,23-Nov-16,205.12,205.57,203.61,204.61,1478800
DSIV.IDX,23-Nov-16,461.07,463.25,460.55,462.8,2728400
DSIX.IDX,23-Nov-16,471.37,472.43,469.47,471.82,9737000
DSLE.IDX,23-Nov-16,475.04,484,474.45,483.11,7310800
DSLG.IDX,23-Nov-16,1262.36,1273.67,1261.07,1273.11,3729600
DSLW.IDX,23-Nov-16,878.73,884.5,878.38,884.43,0
DSMC.IDX,23-Nov-16,946.58,959.11,945.48,959.11,29487300
DSME.IDX,23-Nov-16,787.33,791.32,786.31,787.7,26566000
DSMF.IDX,23-Nov-16,5.24,5.25,5.2,5.21,2113900
DSMG.IDX,23-Nov-16,76.85,76.85,73.48,74.72,4373700
DSMR.IDX,23-Nov-16,55.47,55.49,54.88,54.96,5969300
DSMS.IDX,23-Nov-16,700.4,707.12,699.09,706.97,4028900
DSMT.IDX,23-Nov-16,214.19,218.29,213.36,216.15,76100
DSMU.IDX,23-Nov-16,170.2,171.22,169.15,169.51,3220700
DSNC.IDX,23-Nov-16,550.71,551.66,548.44,549.29,68630800
DSNF.IDX,23-Nov-16,198.65,219.63,198.65,216.84,17491000
DSNG.IDX,23-Nov-16,666.87,667.97,665.77,667.05,32920300
DSNS.IDX,23-Nov-16,1147.5,1147.88,1133.82,1141.53,13374700
DSOE.IDX,23-Nov-16,115.73,115.85,114.45,115.5,623800
DSOG.IDX,23-Nov-16,618.64,623.65,615.22,622.33,48327500
DSOI.IDX,23-Nov-16,495,497.56,492.36,495.7,21166100
DSOL.IDX,23-Nov-16,583.02,586.63,580.47,585.02,5372600
DSOQ.IDX,23-Nov-16,548,550.2,544.95,548.29,27714800
DSOS.IDX,23-Nov-16,691.3,698.39,685.82,697.43,42954900
DSPB.IDX,23-Nov-16,279.83,281.34,279,280.28,1776400
DSPC.IDX,23-Nov-16,215.92,217.07,215.47,215.94,1637500
DSPG.IDX,23-Nov-16,483.99,485.88,481.97,483.37,12157100
DSPL.IDX,23-Nov-16,702.82,706.38,698.01,701.78,6548600
DSPM.IDX,23-Nov-16,72.35,72.36,67.92,69.34,2717600
DSPN.IDX,23-Nov-16,639.15,645.54,629.89,645.48,47057300
DSPP.IDX,23-Nov-16,123.29,124.48,122.74,123.96,510800
DSPR.IDX,23-Nov-16,470.69,471.4,459.88,471.06,26247000
DSPT.IDX,23-Nov-16,60,60.04,58.62,59.56,490500
DSRA.IDX,23-Nov-16,844.31,854.98,842.23,852.56,14619700
DSRB.IDX,23-Nov-16,979.89,982.07,973.91,981.81,8081900
DSRD.IDX,23-Nov-16,1090.53,1094.56,1084.1,1094.46,6176100
DSRE.IDX,23-Nov-16,293.34,293.54,291.29,293.35,41084400
DSRH.IDX,23-Nov-16,296.16,297.31,294.43,296.59,989800
DSRI.IDX,23-Nov-16,122.16,122.24,121.3,122.16,40094600
DSRL.IDX,23-Nov-16,121.42,121.95,120.67,121.91,7052300
DSRN.IDX,23-Nov-16,173.1,173.1,170.35,172.22,2872800
DSRP.IDX,23-Nov-16,287.34,291.92,287.34,291.68,621100
DSRQ.IDX,23-Nov-16,115.61,116.28,115.48,116.2,2538700
DSRR.IDX,23-Nov-16,1330.9,1341.15,1330.9,1337.9,2803000
DSRS.IDX,23-Nov-16,1083.71,1090.72,1083.71,1089.09,12946400
DSRT.IDX,23-Nov-16,856.12,859,854.82,858.79,54444300
DSRU.IDX,23-Nov-16,1237.04,1245.74,1236.99,1245.72,7748700
DSSB.IDX,23-Nov-16,935.59,942.47,928.55,941.13,9536700
DSSC.IDX,23-Nov-16,2347.09,2350.02,2335.9,2344.71,36423700
DSSD.IDX,23-Nov-16,562.83,563.47,558.03,558.76,5673500
DSSF.IDX,23-Nov-16,196.42,197.23,195.72,197.14,14466500
DSSP.IDX,23-Nov-16,145.08,145.4,144.16,144.74,1495300
DSSR.IDX,23-Nov-16,166.17,166.33,164.8,165.61,10848600
DSST.IDX,23-Nov-16,258.32,262.18,256.21,262.1,8166200
DSSV.IDX,23-Nov-16,1535.76,1536.49,1521.43,1528,50525000
DSSW.IDX,23-Nov-16,1331.88,1332.92,1319.86,1323.51,29386400
DSTB.IDX,23-Nov-16,776.83,777,771.87,773.94,4652600
DSTC.IDX,23-Nov-16,1233.74,1234.22,1224.57,1229.47,125212000
DSTK.IDX,23-Nov-16,604.12,610.85,602.91,610.85,919200
DSTL.IDX,23-Nov-16,174.28,176.63,173.73,175.56,17172100
DSTP.IDX,23-Nov-16,532.64,534.2,531.76,534.2,0
DSTQ.IDX,23-Nov-16,1063.7,1064.23,1058.16,1062.04,74686900
DSTR.IDX,23-Nov-16,109.01,110.61,108.87,110.12,712400
DSTS.IDX,23-Nov-16,245.15,250.67,244.99,250.19,1090600
DSTT.IDX,23-Nov-16,597.42,597.56,590.25,593.67,2053600
DSTY.IDX,23-Nov-16,714.26,729.56,713.06,727.95,6468800
DSUO.IDX,23-Nov-16,242.45,243.71,240.69,241.15,5835200
DSUT.IDX,23-Nov-16,233.09,234.51,232.19,232.61,23925400
DSVE.IDX,23-Nov-16,219.7,221.13,219.11,219.54,18090200
DSVN.IDX,23-Nov-16,327.46,328.51,322.39,323.58,577400
DSWC.IDX,23-Nov-16,298.71,299.97,296.46,298.75,3089600
DSWU.IDX,23-Nov-16,1685.95,1697.75,1648.18,1653.67,553400
DTCI.IDX,23-Nov-16,1313.91,1313.91,1298.33,1307.11,0
DTEI.IDX,23-Nov-16,1566.65,1567.56,1555.46,1567.37,0
DTFI.IDX,23-Nov-16,90,90,90,90,0
DTFX.IDX,23-Nov-16,118.43,118.54,117.35,117.63,0
DTOF.IDX,23-Nov-16,95,95,95,95,0
DTOH.IDX,23-Nov-16,95,95,95,95,0
DTTH.IDX,23-Nov-16,95,95,95,95,0
DTTW.IDX,23-Nov-16,100,100,100,100,0
DTWC.IDX,23-Nov-16,14226.65,14274.81,14206.85,14272.63,0
DTWI.IDX,23-Nov-16,39977.63,40103.48,39928.58,40102.26,0
DTWT.IDX,23-Nov-16,13711.08,13852.78,13708.36,13847.34,0
DTWU.IDX,23-Nov-16,2535.75,2535.99,2508.16,2513.99,0
DUBS.IDX,23-Nov-16,85.03,85.5,84.28,85.35,0
DUFI.IDX,23-Nov-16,13.33,13.33,6.66,6.66,0
DUOF.IDX,23-Nov-16,6.66,6.66,6.66,6.66,0
DUOH.IDX,23-Nov-16,6.66,6.66,6.66,6.66,0
DUSL.IDX,23-Nov-16,460.33,461.38,459.39,461.38,0
DUSM.IDX,23-Nov-16,865.88,870.59,865.63,870.56,0
DUSS.IDX,23-Nov-16,905.83,913.82,905.22,913.67,0
DUTH.IDX,23-Nov-16,6.66,6.66,6.66,6.66,0
DUTW.IDX,23-Nov-16,13.33,26.66,13.33,20,0
DVAA.IDX,23-Nov-16,22.7,22.7,22.7,22.7,0
DVAB.IDX,23-Nov-16,45.6,45.6,45.6,45.6,0
DVCA.IDX,23-Nov-16,2.64,66.76,2.64,64.67,0
DVCD.IDX,23-Nov-16,0.02,1.07,0.02,0.38,0
DVCE.IDX,23-Nov-16,61.68,883.29,61.68,817.73,0
DVCN.IDX,23-Nov-16,86.52,1262.88,86.52,1262.88,0
DVCQ.IDX,23-Nov-16,46.3,656.27,46.3,631.88,0
DVCS.IDX,23-Nov-16,12.57,197.12,12.57,197.12,0
DVCT.IDX,23-Nov-16,135.46,1975.07,135.46,1959.43,0
DVCV.IDX,23-Nov-16,10.45,93.4,10.45,90.35,0
DVCX.IDX,23-Nov-16,23.02,287.48,23.02,287.48,0
DVDE.IDX,23-Nov-16,116.2,116.2,116.2,116.2,0
DVJN.IDX,23-Nov-16,121.4,121.4,121.4,121.4,0
DVMR.IDX,23-Nov-16,120.5,120.5,120.5,120.5,0
DVS.IDX,23-Nov-16,81.1,81.8,81.1,81.8,0
DVST.IDX,23-Nov-16,119.9,119.9,119.9,119.9,0
DWC.IDX,23-Nov-16,22555.9492,23082.1074,22555.9492,23079.502,0
DWCB.IDX,23-Nov-16,4536.97,4567.94,4517.87,4559.36,0
DWE.IDX,23-Nov-16,4505.06,4568.99,4498.13,4548.46,0
DWJ.IDX,23-Nov-16,3687.58,3704.78,3671.11,3704.78,0
DWO.IDX,23-Nov-16,1608.5,1645.91,1608.5,1644.32,0
DWR.IDX,23-Nov-16,4920.58,4955.4,4918.57,4935.54,0
DWU.IDX,23-Nov-16,2907.58,2919.7,2902.07,2907.96,0
DWY.IDX,23-Nov-16,3063.68,3084.18,3059.41,3080.21,0
DXG.IDX,23-Nov-16,4814.8,4814.8,4814.8,4814.8,0
DXS.IDX,23-Nov-16,4882.75,4915.3,4881.01,4914.36,0
DXY.IDX,23-Nov-16,100.95,101.91,100.89,101.71,0
DYH.IDX,23-Nov-16,3952.99,3974.2,3951.08,3973.38,0
DYI.IDX,23-Nov-16,3233.45,3249.43,3229,3249.15,0
DYO.IDX,23-Nov-16,4088.45,4102.22,4077.12,4101.51,0
DZC.IDX,23-Nov-16,6084.16,6110.7,6076.81,6108.73,0
DZE.IDX,23-Nov-16,3418.61,3432.11,3403.9,3429.37,0
DZF.IDX,23-Nov-16,3508.45,3520.15,3475.42,3486.21,0
DZH.IDX,23-Nov-16,2310.76,2319.54,2304.81,2313.81,0
DZL.IDX,23-Nov-16,5348.16,5388.45,5330.26,5384.87,0
DZM.IDX,23-Nov-16,2743.32,2754.49,2738.62,2753.48,0
DZN.IDX,23-Nov-16,4057.8,4067.63,4049.32,4064.68,0
DZO.IDX,23-Nov-16,4617.28,4808.97,4605.58,4805.23,0
DZR.IDX,23-Nov-16,5310.45,5437.73,5277.09,5437.41,0
EED.IDX,23-Nov-16,29.14,29.16,28.86,29.13,0
EVZ.IDX,23-Nov-16,11.5,12.09,11.38,11.9,0
EZB.IDX,23-Nov-16,5288.22,5340.37,5269.3,5339.61,0
EZF.IDX,23-Nov-16,2714.71,2724.99,2702.4,2724.99,0
EZK.IDX,23-Nov-16,3264.29,3315.48,3263.69,3311.06,0
