,date,open,high,low,close,volume
0,2017-08-04,3.73,4.02,3.67,3.83,12476
1,2017-08-03,3.75,3.89,3.71,3.74,6293
2,2017-08-02,3.73,3.73,3.69,3.69,1463
3,2017-08-01,3.68,3.72,3.61,3.71,10163
4,2017-07-31,3.78,3.78,3.56,3.74,11031
5,2017-07-28,3.5,3.8,3.5,3.77,20637
6,2017-07-27,3.52,3.65,3.52,3.62,12508
7,2017-07-26,3.78,3.78,3.54,3.7,22627
8,2017-07-25,3.82,3.91,3.71,3.81,9568
9,2017-07-24,3.94,3.97,3.7,3.91,11395
10,2017-07-21,3.98,3.98,3.86,3.86,12976
11,2017-07-20,3.94,3.95,3.94,3.95,847
12,2017-07-19,4.02,4.09,3.94,4.02,5506
13,2017-07-18,3.96,4.06,3.96,4.02,4575
14,2017-07-17,3.97,4.09,3.97,4.0,7549
15,2017-07-14,4.0,4.12,3.83,3.91,33108
16,2017-07-13,3.61,4.04,3.61,3.83,50389
17,2017-07-12,3.8,3.8,3.65,3.65,25280
18,2017-07-11,3.75,3.83,3.72,3.75,4608
19,2017-07-10,4.04,4.04,3.84,3.84,7401
20,2017-07-07,3.91,4.04,3.91,3.96,18524
21,2017-07-06,3.9,3.9,3.9,3.9,3257
22,2017-07-05,4.1,4.1,3.9,3.92,2607
23,2017-07-03,4.03,4.03,3.65,3.87,17535
24,2017-06-30,3.95,4.09,3.71,4.08,17787
25,2017-06-29,3.96,4.04,3.95,3.99,4616
26,2017-06-28,3.97,4.01,3.93,3.99,5960
27,2017-06-27,3.91,4.05,3.91,4.0,6170
28,2017-06-26,4.0,4.01,3.9,4.01,15462
29,2017-06-23,3.99,4.0,3.91,3.94,22264
30,2017-06-22,3.84,4.1,3.84,3.94,18949
31,2017-06-21,4.05,4.07,3.9,3.9,28789
32,2017-06-20,3.93,4.05,3.89,4.01,9312
33,2017-06-19,3.84,4.1,3.75,4.0,19143
34,2017-06-16,4.1,4.11,3.59,3.59,37859
35,2017-06-15,3.96,4.12,3.95,4.03,21629
36,2017-06-14,3.99,4.0,3.93,3.93,7039
37,2017-06-13,3.8,4.04,3.8,4.02,6295
38,2017-06-12,4.0,4.0,3.8,3.98,7276
39,2017-06-09,3.98,4.0,3.94,4.0,6462
40,2017-06-08,3.98,4.04,3.9,4.01,20466
41,2017-06-07,3.98,3.99,3.78,3.95,11074
42,2017-06-06,3.93,3.94,3.8,3.93,23988
43,2017-06-05,3.89,3.96,3.88,3.95,11606
44,2017-06-02,3.85,3.95,3.78,3.91,14614
45,2017-06-01,3.84,3.9,3.8,3.8,1061
46,2017-05-31,3.6,3.94,3.6,3.89,59382
47,2017-05-30,3.7,3.71,3.61,3.7,1207
48,2017-05-26,3.48,3.69,3.48,3.62,29445
49,2017-05-25,3.59,3.79,3.58,3.63,2669
50,2017-05-24,3.56,3.65,3.51,3.52,2826
51,2017-05-23,3.75,3.75,3.55,3.59,6051
52,2017-05-22,3.93,3.93,3.56,3.65,4564
53,2017-05-19,3.46,3.63,3.46,3.63,3068
54,2017-05-18,3.42,3.7,3.41,3.63,10952
55,2017-05-17,3.43,3.56,3.41,3.42,13455
56,2017-05-16,3.5,3.65,3.45,3.5,8171
57,2017-05-15,3.63,3.78,3.63,3.7,4767
58,2017-05-12,3.53,3.77,3.4,3.62,28221
59,2017-05-11,3.6,3.62,3.52,3.54,10424
60,2017-05-10,3.82,3.83,3.5,3.65,30470
61,2017-05-09,3.86,4.1,3.68,3.79,51021
62,2017-05-08,3.6,4.15,3.6,3.74,36849
63,2017-05-05,3.62,3.76,3.47,3.76,17336
64,2017-05-04,3.71,3.73,3.65,3.71,17634
65,2017-05-03,3.76,3.81,3.62,3.75,17051
66,2017-05-02,3.7,3.77,3.6,3.76,21703
67,2017-05-01,3.7,3.75,3.63,3.66,26497
68,2017-04-28,3.68,3.75,3.54,3.65,18309
69,2017-04-27,3.73,3.9,3.72,3.72,12095
