,date,open,high,low,close,volume
0,"Nov 1, 2016",16.44,16.72,16.02,16.28,121892
1,"Oct 31, 2016",16.68,16.97,16.39,16.39,153957
2,"Oct 28, 2016",17.15,17.39,16.65,16.68,95531
3,"Oct 27, 2016",17.62,17.77,17.00,17.05,87061
4,"Oct 26, 2016",16.85,17.72,16.74,17.57,161290
5,"Oct 25, 2016",17.25,17.39,16.72,16.96,203855
6,"Oct 24, 2016",19.76,19.98,16.78,17.46,688766
7,"Oct 21, 2016",17.07,17.25,16.81,16.88,142894
8,"Oct 20, 2016",16.75,17.26,16.70,17.25,98327
9,"Oct 19, 2016",16.80,17.00,16.56,16.91,120000
10,"Oct 18, 2016",17.10,17.10,16.62,16.87,154189
11,"Oct 17, 2016",17.10,17.20,16.75,16.92,119386
12,"Oct 14, 2016",17.34,17.34,17.00,17.11,93764
13,"Oct 13, 2016",17.15,17.37,17.02,17.25,160195
14,"Oct 12, 2016",17.25,17.60,16.97,17.21,155889
15,"Oct 11, 2016",17.27,17.30,17.09,17.17,84125
16,"Oct 10, 2016",17.32,17.68,17.29,17.37,107181
17,"Oct 7, 2016",17.17,17.28,16.98,17.16,137096
18,"Oct 6, 2016",17.17,17.30,17.04,17.17,158078
19,"Oct 5, 2016",17.35,17.56,17.08,17.24,155812
20,"Oct 4, 2016",17.45,17.54,16.88,17.35,215948
21,"Oct 3, 2016",17.44,17.66,17.24,17.61,97596
22,"Sep 30, 2016",17.05,17.55,16.95,17.39,111113
23,"Sep 29, 2016",16.59,17.05,16.51,16.98,111398
24,"Sep 28, 2016",16.86,17.16,16.54,16.65,180920
25,"Sep 27, 2016",16.94,17.02,16.60,16.87,135390
26,"Sep 26, 2016",16.87,17.10,16.56,16.89,269807
27,"Sep 23, 2016",17.84,18.05,16.84,17.04,295302
28,"Sep 22, 2016",17.25,18.54,17.15,17.92,242038
29,"Sep 21, 2016",17.23,17.39,16.70,17.09,107171
30,"Sep 20, 2016",17.85,18.11,17.10,17.12,143165
31,"Sep 19, 2016",17.67,18.02,17.47,17.78,103036
32,"Sep 16, 2016",17.85,18.10,17.49,17.50,158083
33,"Sep 15, 2016",18.04,18.29,17.81,17.91,172501
34,"Sep 14, 2016",18.28,18.40,17.97,18.11,90658
35,"Sep 13, 2016",18.65,18.65,17.92,18.23,162459
36,"Sep 12, 2016",18.50,18.81,18.08,18.71,222428
37,"Sep 9, 2016",19.23,19.27,18.69,18.72,76102
38,"Sep 8, 2016",19.78,19.78,19.26,19.43,172426
39,"Sep 7, 2016",20.00,20.34,19.26,19.77,201439
40,"Sep 6, 2016",19.99,20.29,19.27,20.18,182669
41,"Sep 2, 2016",19.34,20.05,19.14,20.05,187681
42,"Sep 1, 2016",19.60,19.62,19.06,19.26,178381
43,"Aug 31, 2016",19.49,19.59,18.87,19.56,174932
44,"Aug 30, 2016",18.73,19.34,18.71,19.31,304501
45,"Aug 29, 2016",18.68,18.86,18.50,18.77,268624
46,"Aug 26, 2016",18.73,19.15,18.21,18.49,124805
47,"Aug 25, 2016",18.32,18.70,18.32,18.67,179547
48,"Aug 24, 2016",18.75,19.01,18.11,18.45,180142
49,"Aug 23, 2016",17.90,19.03,17.90,18.76,273661
50,"Aug 22, 2016",17.53,17.82,17.13,17.81,140898
51,"Aug 19, 2016",17.52,17.75,17.08,17.29,201877
52,"Aug 18, 2016",18.00,18.03,17.50,17.60,301540
53,"Aug 17, 2016",18.61,18.61,17.95,18.00,132005
